Occupation Name,Exposure Score
First-Line Supervisors of Material-Moving Machine and Vehicle Operators,6.071777451728375e-05
"First-Line Supervisors of Mechanics, Installers, and Repairers",0.0001421387386277551
First-Line Supervisors of Non-Retail Sales Workers,8.174141973466115e-05
First-Line Supervisors of Office and Administrative Support Workers,8.042395440924489e-05
First-Line Supervisors of Personal Service Workers,7.83368202421631e-05
First-Line Supervisors of Police and Detectives,6.546937973227371e-05
First-Line Supervisors of Production and Operating Workers,0.00011797640177959683
First-Line Supervisors of Retail Sales Workers,9.379240134337817e-05
Fish and Game Wardens,8.008510119453562e-05
Fishing and Hunting Workers,0.00015933266796397811
Fitness and Wellness Coordinators,8.951054238905099e-05
Flight Attendants,0.00010190675295809316
"Floor Layers, Except Carpet, Wood, and Hard Tiles",0.00013448315775713154
Floor Sanders and Finishers,0.00017145046808842172
Floral Designers,0.00015522830632762175
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.00014242476702011164
Food Batchmakers,0.0001550015127880201
Food Cooking Machine Operators and Tenders,0.00013677433194159478
Food Preparation Workers,0.00016570041995373296
Food Science Technicians,0.0001421821988141976
Food Scientists and Technologists,0.00015086785649434203
"Food Servers, Nonrestaurant",7.912826222038113e-05
Food Service Managers,0.00015619048910678646
"Foreign Language and Literature Teachers, Postsecondary",3.8549393714232975e-05
Forensic Science Technicians,0.00014408613913668538
Forest and Conservation Technicians,0.00015514554955789082
Forest and Conservation Workers,0.00015195655088198846
Forest Fire Inspectors and Prevention Specialists,5.0185011205399626e-05
Foresters,0.00012485065119105504
"Forestry and Conservation Science Teachers, Postsecondary",9.133338225708155e-05
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.00010541775461695119
Foundry Mold and Coremakers,0.00018775851080618286
"Fraud Examiners, Investigators and Analysts",6.266849155622642e-05
Freight Forwarders,0.00013343323272067644
Fuel Cell Engineers,0.00014455764367050198
Fundraisers,4.8543349707035505e-05
Funeral Attendants,8.473775581036919e-05
Funeral Home Managers,5.9153725487879394e-05
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0.00013840054935747442
Furniture Finishers,0.00015829314877979146
Gambling and Sports Book Writers and Runners,6.974754956414381e-05
Gambling Cage Workers,0.00013625522897197135
Gambling Change Persons and Booth Cashiers,8.141312350503616e-05
Gambling Dealers,8.150025784469221e-05
Gambling Managers,6.258409611456076e-05
Gambling Surveillance Officers and Gambling Investigators,0.00017053855545491123
Gas Compressor and Gas Pumping Station Operators,0.00014790888304519952
Gas Plant Operators,0.00014969201851742928
Gem and Diamond Workers,0.00016489112347560996
General and Operations Managers,6.97152276292539e-05
General Internal Medicine Physicians,8.917888607687496e-05
Genetic Counselors,8.993792301815512e-05
Geneticists,0.00013449857763590041
Geodetic Surveyors,0.00014406821349949853
Geographers,0.00015235925759522732
Geographic Information Systems Technologists and Technicians,0.0001630369229135054
"Geography Teachers, Postsecondary",0.0001490075804585813
"Geological Technicians, Except Hydrologic Technicians",0.0001564079603606246
"Geoscientists, Except Hydrologists and Geographers",0.0001610465202197022
Geothermal Production Managers,0.00012469192964903778
Geothermal Technicians,0.00012230462588499056
"Glass Blowers, Molders, Benders, and Finishers",0.00014025923809627243
Glaziers,0.00016971094552488972
Government Property Inspectors and Investigators,6.106373587947383e-05
"Graders and Sorters, Agricultural Products",3.7066841593315864e-05
Graphic Designers,0.00017073346511819397
"Grinding and Polishing Workers, Hand",0.00019049096508653743
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.00016887406576154962
"Hairdressers, Hairstylists, and Cosmetologists",0.00016730572321690205
Hazardous Materials Removal Workers,0.00017293865969921182
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",8.038688463181475e-05
Health Education Specialists,8.037451753863186e-05
Health Informatics Specialists,0.00013879033968457272
"Health Specialties Teachers, Postsecondary",3.960467646283509e-05
Healthcare Social Workers,8.196904842696285e-05
Hearing Aid Specialists,0.00015478760230874903
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.00016953691309168538
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",0.00015858311254549724
Heavy and Tractor-Trailer Truck Drivers,0.00014935657812067672
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",0.00015419126073593144
Helpers--Carpenters,3.23968637008575e-05
Helpers--Electricians,0.00018473378125989637
Helpers--Extraction Workers,0.00019970995769326617
"Helpers--Installation, Maintenance, and Repair Workers",0.00020530177607753112
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",3.1181715764012207e-05
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.00017335546751346277
Helpers--Production Workers,9.652525969531887e-05
Helpers--Roofers,8.565860187178551e-05
Highway Maintenance Workers,0.00015191537480686734
Historians,0.00011862574005419511
"History Teachers, Postsecondary",7.442752283892139e-05
Histotechnologists,0.00016762729067690176
Hoist and Winch Operators,0.0001874355343421634
Home Appliance Repairers,0.0001515460415367648
Home Health Aides,8.455637581690889e-05
Hospitalists,4.430665185726761e-05
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",8.859968435770203e-05
"Hotel, Motel, and Resort Desk Clerks",0.00016803758357812647
Human Factors Engineers and Ergonomists,0.00013132713903934854
"Human Resources Assistants, Except Payroll and Timekeeping",8.011217275567756e-05
Human Resources Managers,8.038604451517719e-05
Human Resources Specialists,0.00014728872852864423
Hydroelectric Plant Technicians,0.00012304427402951864
Hydroelectric Production Managers,7.089257330796017e-05
Hydrologists,0.00013269739467143898
Industrial Ecologists,0.00014184837760262015
Industrial Engineering Technologists and Technicians,0.0001511301324849915
Industrial Engineers,9.834407619214762e-05
Industrial Machinery Mechanics,9.917531051678431e-05
Industrial Production Managers,5.100200572076071e-05
Industrial Truck and Tractor Operators,9.370014002563303e-05
Industrial-Organizational Psychologists,0.0001242453481065678
Information Security Analysts,0.0001333375600545004
Information Technology Project Managers,5.8562936080549065e-05
"Inspectors, Testers, Sorters, Samplers, and Weighers",0.00013840261060810608
Instructional Coordinators,0.00010790953286678829
"Insulation Workers, Floor, Ceiling, and Wall",0.00017744975459831535
"Insulation Workers, Mechanical",0.00015234106598658714
"Insurance Appraisers, Auto Damage",0.00015459573354327722
Insurance Claims and Policy Processing Clerks,0.0001568494088593465
Insurance Sales Agents,8.988070914965751e-05
Insurance Underwriters,0.0001454859792211983
Intelligence Analysts,0.00016300770210941182
Interior Designers,0.00016601789039989137
Interpreters and Translators,0.00014494586033228672
"Interviewers, Except Eligibility and Loan",0.00015994783411748623
Investment Fund Managers,5.210202925348233e-05
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0.00015083742584218526
Jewelers and Precious Stone and Metal Workers,0.00015834128545864353
"Judges, Magistrate Judges, and Magistrates",7.969628470410944e-05
Judicial Law Clerks,3.7522126595811156e-05
"Kindergarten Teachers, Except Special Education",0.0001161572463474887
Labor Relations Specialists,6.719506030836928e-05
"Laborers and Freight, Stock, and Material Movers, Hand",0.00012625652903700444
Landscape Architects,6.836333328456181e-05
Landscaping and Groundskeeping Workers,0.00018111497693746177
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0001587492417001267
Laundry and Dry-Cleaning Workers,0.0001526254180791781
"Law Teachers, Postsecondary",8.158691518107265e-05
Lawyers,0.00012828960289646056
"Layout Workers, Metal and Plastic",0.00016658889411814499
Legal Secretaries and Administrative Assistants,7.223565262769675e-05
Librarians and Media Collections Specialists,0.00013769212306717762
"Library Assistants, Clerical",0.00013818285428376212
"Library Science Teachers, Postsecondary",7.209602143660014e-05
Library Technicians,0.00014451971658372299
Licensed Practical and Licensed Vocational Nurses,0.00014035629696313378
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",0.00015221839591724818
Light Truck Drivers,0.0001554568913002425
"Loading and Moving Machine Operators, Underground Mining",0.0001421850945116582
Loan Interviewers and Clerks,0.00016995282888462266
Loan Officers,0.00013378219894868442
"Locker Room, Coatroom, and Dressing Room Attendants",0.00013324180670107772
Locksmiths and Safe Repairers,0.00018428799637334374
Locomotive Engineers,0.00015892325125415837
Lodging Managers,7.455152671735716e-05
Log Graders and Scalers,0.000160955611886292
Logging Equipment Operators,0.00015468979560752133
Logisticians,6.842706725318355e-05
Logistics Analysts,0.00013467035135089348
Logistics Engineers,0.00011580533330233234
Loss Prevention Managers,0.00011528963950320187
"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",0.00016433468002248903
Machine Feeders and Offbearers,0.00020357824330597955
Machinists,0.00017580480344313955
Magnetic Resonance Imaging Technologists,0.00013523057635452389
Maids and Housekeeping Cleaners,0.00017484086630419494
"Mail Clerks and Mail Machine Operators, Except Postal Service",0.00017377264604322355
"Maintenance and Repair Workers, General",0.0001673762398544107
"Maintenance Workers, Machinery",0.0001599095720337765
"Makeup Artists, Theatrical and Performance",6.158785775231784e-05
Management Analysts,6.374714721263463e-05
Manicurists and Pedicurists,0.00015720610059876647
Manufactured Building and Mobile Home Installers,0.000158484601270374
Manufacturing Engineers,0.0001436025991416292
Marine Engineers and Naval Architects,5.830097485983066e-05
Market Research Analysts and Marketing Specialists,8.399537303621593e-05
Marketing Managers,0.00013114900352913638
Marriage and Family Therapists,0.0001430569018228392
Massage Therapists,8.787869263850818e-05
Materials Engineers,0.0001299445124175205
Materials Scientists,0.00012768772765420097
"Mathematical Science Teachers, Postsecondary",3.824522971750451e-05
Mathematicians,9.513101665252499e-05
"Meat, Poultry, and Fish Cutters and Trimmers",0.00011026172899868723
Mechanical Door Repairers,0.0001743533913814912
Mechanical Drafters,0.0001646483577901553
Mechanical Engineering Technologists and Technicians,0.00010754264543981304
Mechanical Engineers,0.00013219488086908625
Mechatronics Engineers,7.323486913779354e-05
Media Programming Directors,0.00012410692661797717
Media Technical Directors/Managers,0.00017119447079876187
Medical and Clinical Laboratory Technicians,0.0001571468847927967
Medical and Clinical Laboratory Technologists,0.00014474917740996433
Medical and Health Services Managers,0.00012663538580315111
Medical Appliance Technicians,0.00016928290076719316
Medical Assistants,8.240598383642549e-05
Medical Dosimetrists,0.00016861250457404957
Medical Equipment Preparers,0.00014664414449071052
Medical Equipment Repairers,0.00015491636898384115
"Medical Scientists, Except Epidemiologists",9.761730526022755e-05
Medical Secretaries and Administrative Assistants,0.00016248568648180166
Medical Transcriptionists,0.00015439051059501494
"Meeting, Convention, and Event Planners",5.882151615899261e-05
Mental Health and Substance Abuse Social Workers,8.047155733922418e-05
Mental Health Counselors,0.00011982771699419071
Merchandise Displayers and Window Trimmers,0.00015584103334806746
Metal-Refining Furnace Operators and Tenders,0.0001712789534670903
"Meter Readers, Utilities",9.55039300114619e-05
Microbiologists,0.00016317972149036195
Microsystems Engineers,0.0001355293272720893
"Middle School Teachers, Except Special and Career/Technical Education",0.00012397368963234774
Midwives,0.00010794749274645844
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0.0001632351061303455
Millwrights,0.0001696819738533926
"Mining and Geological Engineers, Including Mining Safety Engineers",5.6924064743758944e-05
"Mixing and Blending Machine Setters, Operators, and Tenders",0.00018330346413833712
"Mobile Heavy Equipment Mechanics, Except Engines",0.00017132695768579416
"Model Makers, Metal and Plastic",0.0001742883796531611
"Model Makers, Wood",0.00016699867482943855
Models,0.00010615826299533739
"Molders, Shapers, and Casters, Except Metal and Plastic",0.00017980519908473834
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0.00015148002758601833
Molecular and Cellular Biologists,6.983845622121415e-05
